frame,track_id,class,confidence,x1,y1,x2,y2
52,9,0,0.7682088613510132,1073.5284423828125,370.98223876953125,1085.7486572265625,412.3139343261719
53,9,0,0.7668707966804504,1073.7142333984375,371.1319885253906,1085.770263671875,412.18670654296875
54,9,0,0.7653952836990356,1073.7982177734375,371.18280029296875,1085.7574462890625,412.1636657714844
55,9,0,0.7654868960380554,1073.849853515625,371.1999206542969,1085.7320556640625,412.1512145996094
56,9,0,0.7703554630279541,1073.4853515625,370.8592224121094,1085.515869140625,412.39605712890625
57,9,0,0.7688342332839966,1073.436767578125,370.74566650390625,1085.4866943359375,412.49578857421875
58,9,0,0.7631049752235413,1073.410888671875,370.68255615234375,1085.453125,412.5228576660156
59,9,0,0.7644771933555603,1073.4461669921875,370.6648864746094,1085.45703125,412.5341796875
60,9,0,0.7648178935050964,1073.470703125,370.6548767089844,1085.451416015625,412.548828125
61,9,0,0.7618049383163452,1073.5208740234375,370.59661865234375,1085.4422607421875,412.4253845214844
62,9,0,0.7593610286712646,1073.52197265625,370.5543212890625,1085.4154052734375,412.3926086425781
63,9,0,0.7610251307487488,1073.8194580078125,370.9342346191406,1085.4864501953125,412.1054382324219
64,9,0,0.7727082371711731,1073.9989013671875,370.98382568359375,1085.5650634765625,411.9814453125
65,9,0,0.7619311809539795,1074.025146484375,371.023193359375,1085.5361328125,411.937255859375
66,9,0,0.7630271315574646,1073.744140625,370.5851745605469,1085.4281005859375,412.1811828613281
67,9,0,0.7629289031028748,1073.5384521484375,370.4638366699219,1085.295654296875,412.29693603515625
68,9,0,0.7688289284706116,1073.5457763671875,370.46466064453125,1085.2908935546875,412.2900695800781
69,9,0,0.7662304043769836,1073.8367919921875,370.8194274902344,1085.390380859375,412.048583984375
70,9,0,0.7608557939529419,1073.56689453125,370.4969482421875,1085.275634765625,412.24444580078125
71,9,0,0.7629139423370361,1073.426513671875,370.40283203125,1085.203369140625,412.32843017578125
72,9,0,0.7629196047782898,1073.3939208984375,370.3673095703125,1085.20068359375,412.3594055175781
73,9,0,0.7625691294670105,1073.39892578125,370.3551025390625,1085.215576171875,412.3641052246094
74,9,0,0.7635911703109741,1073.4320068359375,370.38018798828125,1085.2353515625,412.34246826171875
75,9,0,0.763238787651062,1073.4268798828125,370.3926696777344,1085.2393798828125,412.3802795410156
76,9,0,0.7625632882118225,1073.4215087890625,370.4104309082031,1085.22998046875,412.36566162109375
77,9,0,0.7625356316566467,1073.42041015625,370.4183654785156,1085.2322998046875,412.37255859375
78,9,0,0.7674635648727417,1073.51904296875,370.4480285644531,1085.2674560546875,412.2061462402344
79,9,0,0.7629854083061218,1073.466064453125,370.4249267578125,1085.2501220703125,412.30035400390625
80,9,0,0.7625523805618286,1073.463623046875,370.4125061035156,1085.263671875,412.3587951660156
81,9,0,0.7686158418655396,1073.590576171875,370.4482727050781,1085.3355712890625,412.2951354980469
